x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,response
-60.30467491317049,30.803829615501733,-27.15777671677696,198.97512131882058,6.145247496452262,-0.0,-558.1967194505972,206.06185400018808,44.604967301808735,-636.9105933916227,0
-73.82921660434224,-32.51207751557278,9.856375944340131,-168.66256738608197,-59.94857669256497,-0.0,-479.5102138292862,-122.4547790636476,1.0716649745960989,83.72910968899389,0
-83.74127809437456,2.9236764779307918,-18.151317122360616,-184.7115457390389,-57.22594283689043,-0.0,325.9212003869092,-246.82450808250417,-62.35693077274616,168.0074292247288,0
28.664601574061003,-49.775245624524466,9.593605950654165,87.19456829536995,119.44657081907565,0.0,108.3831422639913,-1004.0365728091635,312.6038656546323,23.830034776562705,1
-41.76433634863897,46.32457499316059,-10.467802296901434,9.220756487646497,98.98130475664999,-0.0,-924.7707218202955,-560.5837569459734,-140.59098131550718,-220.21421036240298,1
-33.597033909063235,32.06445158552546,6.449341048656483,179.68142028022265,-79.49435214929437,-0.0,-6.373096475309555,-831.7318585544489,585.4598922753626,152.83551021552728,0
-80.59666634132309,-6.58769763832047,-0.8378833947594078,-356.4168524590003,223.44702991081184,-0.0,-362.5556061224784,417.50769863199315,17.796092605299652,-279.6955419474448,1
154.32126953959096,-103.74451112977634,29.38984009565351,688.6062366058119,-52.466882170795046,-0.0,279.28249585945684,510.95333593885897,-704.8991619167841,120.73543408015905,1
-114.32358582498644,48.334432180698315,2.1094086918922477,-221.24011028698231,90.82208579527682,-0.0,227.9318830956082,-109.7461563533763,-346.431370149193,-273.79445354167524,0
12.600467593449292,45.994865129899395,-8.067058137966427,428.32145782407156,107.30132971562915,-0.0,393.1537301960524,-708.1219466799691,-23.631537654111103,-45.514513954032054,0
-127.27727004366609,82.94142879818118,-2.802115401648319,230.68970356701777,-125.95519666165754,0.0,159.52202613851313,-195.43935295285007,-281.85005184602323,125.29178999022858,0
-207.02755827564175,92.00357867967041,-7.267437438925013,54.69556622588982,151.37813094316377,0.0,-229.65050864771908,-173.07172695495143,-450.1091368126139,-303.3104010410795,0
138.02335627503334,-151.4506968998276,9.018406804397593,-754.9322122623728,55.51586674480011,0.0,-203.14637588114198,-402.5075763276513,-160.07844814458446,-58.488960189487265,1
-100.20961864106779,57.02863357369787,-7.831072276274872,167.34122841219076,-60.52183249338314,0.0,32.145407109023076,777.3501097409837,267.6536925692901,466.0928880998999,0
-68.06962407199838,61.620984708117334,-13.049056698851993,273.622302375181,4.381333593847496,-0.0,-80.22811902241607,-96.64245487699556,-169.41687956564132,171.88633676695318,0
-174.67617210282094,58.1472808374112,-5.84434068243725,-26.258580320330235,67.62688470678859,0.0,114.81491306408189,-682.137296652596,36.08854722594586,368.1688713671032,0
-47.33231261808601,113.47881878159971,-12.082488341137047,-309.42145782359256,74.88470489972306,-0.0,-413.53659031242995,-89.83880303909135,355.3789639775665,-323.24992657427146,1
