,Unnamed: 0,Unnamed: 0.1,nivel,clave_de_la_escuela,turno,alumnos_programados_prueba,porcentaje_de_evaluados_lenguaje_y_comunicacian,porcentaje_de_evaluados_matematicas,la_prueba_es_representativa_leguaje_y_comunicacian,la_prueba_es_representativa__matematicas,informacion_poco_confiable_lenguaje_y_comunicacian,informacion_poco_confiable_matematicas,nivel_i_lenguaje_y_comunicacian_(%),nivel_ii_lenguaje_y_comunicacian_(%),nivel_iii_lenguaje_y_comunicacian_(%),nivel_iv_lenguaje_y_comunicacian_(%),nivel_predominante_lenguaje_y_comunicacian,nivel_i_matematicas_(%),nivel_ii_matematicas_(%),nivel_iii_matematicas_(%),nivel_iv_matematicas_(%),nivel_predominante_matematicas
1236,1236,1236,PRIMARIA,14DPR1900Y,MATUTINO,21,71.4,76.2,SI,SI,NO,NO,40.0,40.0,13.3,6.7,I,43.8,25.0,12.5,18.8,I
1237,1237,1237,PRIMARIA,14DPR1902W,MATUTINO,6,83.3,83.3,SI,SI,NO,NO,40.0,20.0,40.0,,I,20.0,20.0,20.0,40.0,IV
1238,1238,1238,PRIMARIA,14DPR1903V,MATUTINO,35,97.1,97.1,SI,SI,NO,NO,35.3,35.3,26.5,2.9,I,50.0,29.4,20.6,,I
1239,1239,1239,PRIMARIA,14DPR1906S,VESPERTINO,11,90.9,90.9,SI,SI,NO,NO,60.0,30.0,10.0,,I,40.0,30.0,20.0,10.0,I
1240,1240,1240,PRIMARIA,14DPR1907R,COMPLETO,9,88.9,88.9,SI,SI,NO,NO,87.5,12.5,,,I,87.5,12.5,,,I
1241,1241,1241,PRIMARIA,14DPR1909P,MATUTINO,6,100.0,100.0,SI,SI,NO,NO,83.3,16.7,,,I,66.7,33.3,,,I
1242,1242,1242,PRIMARIA,14DPR1910E,MATUTINO,35,100.0,100.0,SI,SI,NO,NO,65.7,22.9,8.6,2.9,I,45.7,17.1,22.9,14.3,I
1243,1243,1243,PRIMARIA,14DPR1912C,NOCTURNO,8,25.0,25.0,NO,NO,NO,NO,100.0,,,,I,100.0,,,,I
1244,1244,1244,PRIMARIA,14DPR1913B,MATUTINO,3,100.0,100.0,SI,SI,NO,NO,66.7,33.3,,,I,100.0,,,,I
1245,1245,1245,PRIMARIA,14DPR1915Z,COMPLETO,18,83.3,83.3,SI,SI,NO,NO,46.7,46.7,6.7,,I,73.3,13.3,13.3,,I
1246,1246,1246,PRIMARIA,14DPR1916Z,MATUTINO,24,83.3,91.7,SI,SI,NO,NO,60.0,20.0,15.0,5.0,I,59.1,18.2,22.7,,I
1247,1247,1247,PRIMARIA,14DPR1917Y,VESPERTINO,70,77.1,75.7,SI,SI,NO,NO,94.4,5.6,,,I,96.2,3.8,,,I
1248,1248,1248,PRIMARIA,14DPR1920L,MATUTINO,7,100.0,100.0,SI,SI,NO,NO,42.9,42.9,14.3,,I,42.9,42.9,14.3,,I
1249,1249,1249,PRIMARIA,14DPR1921K,MATUTINO,2,100.0,100.0,SI,SI,NO,NO,50.0,50.0,,,I,50.0,50.0,,,I
1250,1250,1250,PRIMARIA,14DPR1922J,VESPERTINO,35,97.1,94.3,SI,SI,NO,NO,35.3,26.5,23.5,14.7,I,39.4,15.2,21.2,24.2,I
1251,1251,1251,PRIMARIA,14DPR1925G,MATUTINO,3,100.0,100.0,SI,SI,NO,NO,66.7,,33.3,,I,66.7,,33.3,,I
1252,1252,1252,PRIMARIA,14DPR1927E,VESPERTINO,12,91.7,91.7,SI,SI,NO,NO,72.7,27.3,,,I,90.9,9.1,,,I
1253,1253,1253,PRIMARIA,14DPR1928D,VESPERTINO,34,61.8,61.8,SI,SI,NO,NO,81.0,9.5,,9.5,I,71.4,23.8,4.8,,I
1254,1254,1254,PRIMARIA,14DPR1929C,MATUTINO,30,83.3,86.7,SI,SI,NO,SI,52.0,36.0,8.0,4.0,I,73.1,11.5,15.4,,I
1255,1255,1255,PRIMARIA,14DPR1931R,VESPERTINO,35,100.0,100.0,SI,SI,NO,SI,54.3,25.7,20.0,,I,54.3,17.1,17.1,11.4,I
1256,1256,1256,PRIMARIA,14DPR1932Q,VESPERTINO,17,70.6,76.5,SI,SI,NO,SI,75.0,25.0,,,I,69.2,7.7,23.1,,I
1257,1257,1257,PRIMARIA,14DPR1933P,MATUTINO,17,94.1,94.1,SI,SI,NO,NO,81.3,18.8,,,I,68.8,31.3,,,I
1258,1258,1258,PRIMARIA,14DPR1935N,MATUTINO,8,87.5,87.5,SI,SI,NO,NO,57.1,28.6,14.3,,I,57.1,28.6,14.3,,I
1259,1259,1259,PRIMARIA,14DPR1937L,MATUTINO,70,100.0,100.0,SI,SI,NO,NO,38.6,31.4,22.9,7.1,I,60.0,15.7,10.0,14.3,I
1260,1260,1260,PRIMARIA,14DPR1938K,MATUTINO,35,94.3,91.4,SI,SI,NO,NO,39.4,30.3,24.2,6.1,I,50.0,21.9,28.1,,I
1261,1261,1261,PRIMARIA,14DPR1942X,MATUTINO,12,100.0,100.0,SI,SI,SI,NO,66.7,25.0,8.3,,I,58.3,25.0,16.7,,I
1262,1262,1262,PRIMARIA,14DPR1948R,VESPERTINO,17,88.2,88.2,SI,SI,NO,NO,60.0,40.0,,,I,66.7,20.0,13.3,,I
1263,1263,1263,PRIMARIA,14DPR1949Q,MATUTINO,2,100.0,100.0,SI,SI,NO,NO,100.0,,,,I,50.0,50.0,,,I
1264,1264,1264,PRIMARIA,14DPR1955A,MATUTINO,3,100.0,100.0,SI,SI,NO,NO,100.0,,,,I,100.0,,,,I
1265,1265,1265,PRIMARIA,14DPR1956Z,MATUTINO,2,100.0,100.0,SI,SI,NO,NO,50.0,50.0,,,I,50.0,50.0,,,I
1266,1266,1266,PRIMARIA,14DPR1957Z,MATUTINO,6,83.3,83.3,SI,SI,NO,NO,80.0,20.0,,,I,80.0,,,20.0,I
1267,1267,1267,PRIMARIA,14DPR1959X,MATUTINO,8,100.0,100.0,SI,SI,NO,NO,75.0,25.0,,,I,87.5,,,12.5,I
1268,1268,1268,PRIMARIA,14DPR1960M,MATUTINO,20,100.0,100.0,SI,SI,NO,NO,45.0,45.0,10.0,,I,70.0,15.0,10.0,5.0,I
1269,1269,1269,PRIMARIA,14DPR1962K,MATUTINO,35,100.0,100.0,SI,SI,NO,NO,40.0,28.6,25.7,5.7,I,57.1,22.9,17.1,2.9,I
1270,1270,1270,PRIMARIA,14DPR1964I,MATUTINO,1,100.0,100.0,SI,SI,NO,NO,100.0,,,,I,,100.0,,,II
1271,1271,1271,PRIMARIA,14DPR1967F,MATUTINO,2,100.0,,SI,NO,NO,NO,50.0,50.0,,,I,,,,,S/D
1272,1272,1272,PRIMARIA,14DPR1968E,MATUTINO,3,100.0,,SI,NO,NO,NO,100.0,,,,I,,,,,S/D
1273,1273,1273,PRIMARIA,14DPR1971S,MATUTINO,3,100.0,100.0,SI,SI,NO,NO,100.0,,,,I,100.0,,,,I
1274,1274,1274,PRIMARIA,14DPR1972R,MATUTINO,1,100.0,100.0,SI,SI,NO,NO,100.0,,,,I,100.0,,,,I
1275,1275,1275,PRIMARIA,14DPR1973Q,MATUTINO,3,100.0,66.7,SI,SI,NO,NO,66.7,,33.3,,I,50.0,50.0,,,I
1276,1276,1276,PRIMARIA,14DPR1974P,MATUTINO,3,100.0,100.0,SI,SI,NO,NO,33.3,33.3,33.3,,I,33.3,33.3,33.3,,I
1277,1277,1277,PRIMARIA,14DPR1977M,MATUTINO,11,90.9,90.9,SI,SI,SI,SI,100.0,,,,I,100.0,,,,I
1278,1278,1278,PRIMARIA,14DPR1979K,MATUTINO,70,95.7,98.6,SI,SI,NO,NO,37.3,37.3,20.9,4.5,I,50.7,26.1,14.5,8.7,I
1279,1279,1279,PRIMARIA,14DPR1981Z,MATUTINO,13,76.9,84.6,SI,SI,SI,NO,80.0,20.0,,,I,100.0,,,,I
1280,1280,1280,PRIMARIA,14DPR1982Y,MATUTINO,70,92.9,95.7,SI,SI,NO,NO,66.2,24.6,9.2,,I,79.1,17.9,3.0,,I
1281,1281,1281,PRIMARIA,14DPR1983X,MATUTINO,13,100.0,100.0,SI,SI,NO,NO,38.5,38.5,15.4,7.7,I,53.8,7.7,7.7,30.8,I
1282,1282,1282,PRIMARIA,14DPR1984W,MATUTINO,33,90.9,93.9,SI,SI,NO,NO,46.7,40.0,10.0,3.3,I,64.5,22.6,9.7,3.2,I
1283,1283,1283,PRIMARIA,14DPR1986U,MATUTINO,4,100.0,100.0,SI,SI,NO,NO,100.0,,,,I,100.0,,,,I
1284,1284,1284,PRIMARIA,14DPR1987T,MATUTINO,35,100.0,100.0,SI,SI,NO,NO,54.3,28.6,11.4,5.7,I,68.6,14.3,17.1,,I
1285,1285,1285,PRIMARIA,14DPR1989R,MATUTINO,9,100.0,100.0,SI,SI,NO,NO,77.8,22.2,,,I,55.6,33.3,11.1,,I
1286,1286,1286,PRIMARIA,14DPR1990G,MATUTINO,3,100.0,100.0,SI,SI,NO,NO,66.7,,33.3,,I,100.0,,,,I
1287,1287,1287,PRIMARIA,14DPR1991F,VESPERTINO,23,78.3,82.6,SI,SI,NO,NO,94.4,5.6,,,I,100.0,,,,I
1288,1288,1288,PRIMARIA,14DPR1992E,MATUTINO,1,100.0,100.0,SI,SI,NO,NO,100.0,,,,I,100.0,,,,I
1289,1289,1289,PRIMARIA,14DPR1993D,VESPERTINO,16,87.5,87.5,SI,SI,NO,NO,85.7,14.3,,,I,92.9,7.1,,,I
1290,1290,1290,PRIMARIA,14DPR1994C,COMPLETO,11,100.0,100.0,SI,SI,NO,NO,72.7,18.2,9.1,,I,63.6,18.2,18.2,,I
1291,1291,1291,PRIMARIA,14DPR1998Z,VESPERTINO,2,50.0,50.0,NO,NO,NO,NO,100.0,,,,I,,,100.0,,III
1292,1292,1292,PRIMARIA,14DPR1999Y,MATUTINO,70,88.6,91.4,SI,SI,NO,NO,54.8,33.9,9.7,1.6,I,60.9,23.4,10.9,4.7,I
1293,1293,1293,PRIMARIA,14DPR2000N,VESPERTINO,8,100.0,100.0,SI,SI,NO,NO,50.0,37.5,12.5,,I,50.0,37.5,12.5,,I
1294,1294,1294,PRIMARIA,14DPR2001M,MATUTINO,11,63.6,63.6,SI,SI,NO,NO,57.1,42.9,,,I,14.3,28.6,,57.1,IV
1295,1295,1295,PRIMARIA,14DPR2004J,VESPERTINO,5,40.0,40.0,NO,NO,NO,NO,100.0,,,,I,100.0,,,,I
1296,1296,1296,PRIMARIA,14DPR2006H,MATUTINO,3,100.0,100.0,SI,SI,NO,NO,100.0,,,,I,100.0,,,,I
1297,1297,1297,PRIMARIA,14DPR2007G,MATUTINO,35,94.3,97.1,SI,SI,NO,NO,69.7,21.2,9.1,,I,82.4,5.9,8.8,2.9,I
1298,1298,1298,PRIMARIA,14DPR2008F,VESPERTINO,13,100.0,100.0,SI,SI,NO,NO,76.9,23.1,,,I,69.2,15.4,15.4,,I
1299,1299,1299,PRIMARIA,14DPR2009E,COMPLETO,1,100.0,100.0,SI,SI,NO,NO,100.0,,,,I,,,100.0,,III
1300,1300,1300,PRIMARIA,14DPR2011T,MATUTINO,6,100.0,100.0,SI,SI,NO,NO,83.3,16.7,,,I,100.0,,,,I
1301,1301,1301,PRIMARIA,14DPR2012S,MATUTINO,6,100.0,100.0,SI,SI,NO,NO,66.7,33.3,,,I,83.3,,16.7,,I
1302,1302,1302,PRIMARIA,14DPR2014Q,MATUTINO,8,100.0,100.0,SI,SI,NO,NO,37.5,37.5,25.0,,I,12.5,50.0,25.0,12.5,II
1303,1303,1303,PRIMARIA,14DPR2015P,MATUTINO,7,100.0,100.0,SI,SI,NO,NO,85.7,14.3,,,I,28.6,57.1,14.3,,II
1304,1304,1304,PRIMARIA,14DPR2016O,MATUTINO,4,100.0,100.0,SI,SI,NO,NO,75.0,25.0,,,I,75.0,25.0,,,I
1305,1305,1305,PRIMARIA,14DPR2017N,VESPERTINO,7,100.0,100.0,SI,SI,NO,NO,57.1,28.6,14.3,,I,42.9,28.6,28.6,,I
1306,1306,1306,PRIMARIA,14DPR2018M,MATUTINO,7,100.0,100.0,SI,SI,NO,NO,71.4,28.6,,,I,71.4,14.3,14.3,,I
1307,1307,1307,PRIMARIA,14DPR2019L,MATUTINO,2,100.0,100.0,SI,SI,NO,NO,100.0,,,,I,100.0,,,,I
1308,1308,1308,PRIMARIA,14DPR2022Z,MATUTINO,3,100.0,100.0,SI,SI,NO,NO,100.0,,,,I,100.0,,,,I
1309,1309,1309,PRIMARIA,14DPR2024X,MATUTINO,22,95.5,95.5,SI,SI,NO,SI,57.1,42.9,,,I,61.9,28.6,9.5,,I
1310,1310,1310,PRIMARIA,14DPR2026V,MATUTINO,2,100.0,100.0,SI,SI,NO,NO,100.0,,,,I,100.0,,,,I
1311,1311,1311,PRIMARIA,14DPR2027U,VESPERTINO,16,100.0,100.0,SI,SI,NO,NO,56.3,37.5,,6.3,I,75.0,12.5,6.3,6.3,I
1312,1312,1312,PRIMARIA,14DPR2028T,MATUTINO,35,100.0,97.1,SI,SI,SI,NO,40.0,40.0,20.0,,I,91.2,5.9,2.9,,I
1313,1313,1313,PRIMARIA,14DPR2032F,COMPLETO,3,100.0,100.0,SI,SI,NO,NO,100.0,,,,I,100.0,,,,I
1314,1314,1314,PRIMARIA,14DPR2036B,VESPERTINO,35,100.0,100.0,SI,SI,NO,NO,60.0,37.1,2.9,,I,80.0,11.4,8.6,,I
1315,1315,1315,PRIMARIA,14DPR2039Z,MATUTINO,35,100.0,100.0,SI,SI,NO,NO,68.6,28.6,2.9,,I,77.1,20.0,,2.9,I
1316,1316,1316,PRIMARIA,14DPR2041N,VESPERTINO,10,100.0,100.0,SI,SI,NO,NO,70.0,20.0,10.0,,I,40.0,10.0,40.0,10.0,I
1317,1317,1317,PRIMARIA,14DPR2042M,VESPERTINO,2,50.0,50.0,NO,NO,NO,NO,100.0,,,,I,,,100.0,,III
1318,1318,1318,PRIMARIA,14DPR2043L,VESPERTINO,26,96.2,96.2,SI,SI,NO,NO,76.0,8.0,16.0,,I,60.0,20.0,12.0,8.0,I
1319,1319,1319,PRIMARIA,14DPR2044K,VESPERTINO,1,100.0,100.0,SI,SI,NO,NO,100.0,,,,I,,100.0,,,II
1320,1320,1320,PRIMARIA,14DPR2050V,COMPLETO,8,87.5,87.5,SI,SI,NO,NO,85.7,14.3,,,I,71.4,28.6,,,I
1321,1321,1321,PRIMARIA,14DPR2054R,MATUTINO,35,100.0,100.0,SI,SI,NO,NO,60.0,25.7,11.4,2.9,I,68.6,22.9,2.9,5.7,I
1322,1322,1322,PRIMARIA,14DPR2055Q,MATUTINO,2,100.0,100.0,SI,SI,NO,NO,50.0,50.0,,,I,,,100.0,,III
1323,1323,1323,PRIMARIA,14DPR2058N,MATUTINO,35,100.0,100.0,SI,SI,SI,SI,54.3,28.6,14.3,2.9,I,62.9,17.1,11.4,8.6,I
1324,1324,1324,PRIMARIA,14DPR2062Z,COMPLETO,3,100.0,100.0,SI,SI,NO,NO,33.3,33.3,33.3,,I,33.3,33.3,33.3,,I
1325,1325,1325,PRIMARIA,14DPR2064Y,VESPERTINO,35,100.0,97.1,SI,SI,NO,SI,80.0,14.3,5.7,,I,73.5,20.6,2.9,2.9,I
1326,1326,1326,PRIMARIA,14DPR2065X,MATUTINO,9,100.0,100.0,SI,SI,NO,NO,77.8,11.1,11.1,,I,66.7,22.2,11.1,,I
1327,1327,1327,PRIMARIA,14DPR2066W,MATUTINO,1,100.0,100.0,SI,SI,NO,NO,100.0,,,,I,100.0,,,,I
1328,1328,1328,PRIMARIA,14DPR2067V,MATUTINO,1,100.0,100.0,SI,SI,NO,NO,100.0,,,,I,100.0,,,,I
1329,1329,1329,PRIMARIA,14DPR2070I,VESPERTINO,7,71.4,71.4,SI,SI,NO,NO,100.0,,,,I,100.0,,,,I
1330,1330,1330,PRIMARIA,14DPR2073F,VESPERTINO,5,60.0,60.0,SI,SI,NO,NO,100.0,,,,I,100.0,,,,I
1331,1331,1331,PRIMARIA,14DPR2074E,VESPERTINO,15,73.3,73.3,SI,SI,NO,NO,100.0,,,,I,81.8,18.2,,,I
1332,1332,1332,PRIMARIA,14DPR2076C,COMPLETO,8,100.0,87.5,SI,SI,NO,NO,50.0,25.0,12.5,12.5,I,28.6,42.9,14.3,14.3,II
1333,1333,1333,PRIMARIA,14DPR2079Z,COMPLETO,3,100.0,100.0,SI,SI,NO,NO,33.3,33.3,33.3,,I,,33.3,33.3,33.3,II
1334,1334,1334,PRIMARIA,14DPR2081O,COMPLETO,6,100.0,100.0,SI,SI,NO,NO,66.7,16.7,16.7,,I,66.7,16.7,16.7,,I
1335,1335,1335,PRIMARIA,14DPR2084L,COMPLETO,9,100.0,100.0,SI,SI,NO,NO,55.6,44.4,,,I,,11.1,88.9,,III
1336,1336,1336,PRIMARIA,14DPR2086J,COMPLETO,5,100.0,100.0,SI,SI,NO,NO,60.0,40.0,,,I,40.0,40.0,20.0,,I
1337,1337,1337,PRIMARIA,14DPR2088H,MATUTINO,2,100.0,100.0,SI,SI,NO,NO,100.0,,,,I,100.0,,,,I
1338,1338,1338,PRIMARIA,14DPR2090W,COMPLETO,3,100.0,100.0,SI,SI,NO,NO,66.7,33.3,,,I,66.7,33.3,,,I
1339,1339,1339,PRIMARIA,14DPR2093T,MATUTINO,7,85.7,71.4,SI,SI,NO,NO,100.0,,,,I,80.0,20.0,,,I
1340,1340,1340,PRIMARIA,14DPR2094S,MATUTINO,24,95.8,95.8,SI,SI,NO,NO,56.5,39.1,4.3,,I,56.5,13.0,21.7,8.7,I
1341,1341,1341,PRIMARIA,14DPR2095R,MATUTINO,16,100.0,100.0,SI,SI,NO,NO,43.8,37.5,18.8,,I,43.8,31.3,12.5,12.5,I
1342,1342,1342,PRIMARIA,14DPR2098O,COMPLETO,4,100.0,100.0,SI,SI,NO,NO,50.0,,25.0,25.0,I,25.0,50.0,25.0,,II
1343,1343,1343,PRIMARIA,14DPR2101L,MATUTINO,4,100.0,100.0,SI,SI,NO,NO,50.0,50.0,,,I,50.0,,50.0,,I
1344,1344,1344,PRIMARIA,14DPR2105H,COMPLETO,14,100.0,100.0,SI,SI,NO,NO,85.7,14.3,,,I,85.7,7.1,7.1,,I
1345,1345,1345,PRIMARIA,14DPR2106G,MATUTINO,2,100.0,100.0,SI,SI,NO,NO,50.0,50.0,,,I,50.0,,50.0,,I
1346,1346,1346,PRIMARIA,14DPR2109D,MATUTINO,2,100.0,100.0,SI,SI,NO,NO,100.0,,,,I,50.0,50.0,,,I
1347,1347,1347,PRIMARIA,14DPR2110T,COMPLETO,2,50.0,50.0,NO,NO,NO,NO,100.0,,,,I,100.0,,,,I
1348,1348,1348,PRIMARIA,14DPR2112R,COMPLETO,5,100.0,100.0,SI,SI,NO,NO,100.0,,,,I,100.0,,,,I
1349,1349,1349,PRIMARIA,14DPR2113Q,MATUTINO,5,80.0,80.0,SI,SI,NO,NO,100.0,,,,I,100.0,,,,I
1350,1350,1350,PRIMARIA,14DPR2114P,MATUTINO,3,100.0,100.0,SI,SI,NO,NO,100.0,,,,I,100.0,,,,I
1351,1351,1351,PRIMARIA,14DPR2116N,MATUTINO,35,97.1,100.0,SI,SI,SI,NO,52.9,38.2,8.8,,I,71.4,14.3,8.6,5.7,I
1352,1352,1352,PRIMARIA,14DPR2117M,COMPLETO,9,100.0,100.0,SI,SI,NO,NO,100.0,,,,I,77.8,11.1,11.1,,I
1353,1353,1353,PRIMARIA,14DPR2118L,MATUTINO,4,50.0,75.0,NO,SI,NO,NO,50.0,50.0,,,I,66.7,,,33.3,I
1354,1354,1354,PRIMARIA,14DPR2119K,MATUTINO,2,100.0,100.0,SI,SI,NO,NO,100.0,,,,I,100.0,,,,I
1355,1355,1355,PRIMARIA,14DPR2120Z,MATUTINO,8,87.5,87.5,SI,SI,NO,NO,85.7,14.3,,,I,100.0,,,,I
1356,1356,1356,PRIMARIA,14DPR2127T,COMPLETO,9,77.8,77.8,SI,SI,NO,NO,57.1,42.9,,,I,,,14.3,85.7,IV
1357,1357,1357,PRIMARIA,14DPR2129R,MATUTINO,2,100.0,100.0,SI,SI,NO,NO,50.0,,50.0,,I,,,50.0,50.0,III
1358,1358,1358,PRIMARIA,14DPR2131F,MATUTINO,27,100.0,100.0,SI,SI,NO,NO,44.4,29.6,22.2,3.7,I,37.0,44.4,11.1,7.4,II
1359,1359,1359,PRIMARIA,14DPR2132E,MATUTINO,35,94.3,100.0,SI,SI,NO,NO,72.7,21.2,6.1,,I,80.0,14.3,5.7,,I
1360,1360,1360,PRIMARIA,14DPR2133D,MATUTINO,3,66.7,66.7,SI,SI,NO,NO,100.0,,,,I,100.0,,,,I
1361,1361,1361,PRIMARIA,14DPR2135B,MATUTINO,2,100.0,100.0,SI,SI,NO,NO,100.0,,,,I,100.0,,,,I
1362,1362,1362,PRIMARIA,14DPR2137Z,MATUTINO,1,100.0,100.0,SI,SI,NO,NO,100.0,,,,I,,,,100.0,IV
1363,1363,1363,PRIMARIA,14DPR2138Z,COMPLETO,1,100.0,100.0,SI,SI,NO,NO,100.0,,,,I,100.0,,,,I
1364,1364,1364,PRIMARIA,14DPR2139Y,MATUTINO,5,100.0,100.0,SI,SI,NO,NO,40.0,40.0,20.0,,I,60.0,40.0,,,I
1365,1365,1365,PRIMARIA,14DPR2143K,MATUTINO,9,77.8,77.8,SI,SI,NO,NO,57.1,14.3,14.3,14.3,I,57.1,14.3,,28.6,I
1366,1366,1366,PRIMARIA,14DPR2145I,VESPERTINO,4,75.0,75.0,SI,SI,NO,NO,66.7,,33.3,,I,66.7,,33.3,,I
1367,1367,1367,PRIMARIA,14DPR2150U,VESPERTINO,35,94.3,88.6,SI,SI,SI,SI,81.8,18.2,,,I,67.7,22.6,9.7,,I
1368,1368,1368,PRIMARIA,14DPR2152S,VESPERTINO,3,100.0,66.7,SI,SI,NO,NO,66.7,,33.3,,I,50.0,50.0,,,I
1369,1369,1369,PRIMARIA,14DPR2153R,VESPERTINO,29,86.2,93.1,SI,SI,NO,NO,60.0,32.0,8.0,,I,74.1,25.9,,,I
1370,1370,1370,PRIMARIA,14DPR2154Q,MATUTINO,70,95.7,91.4,SI,SI,NO,NO,67.2,20.9,11.9,,I,71.9,20.3,7.8,,I
1371,1371,1371,PRIMARIA,14DPR2155P,MATUTINO,3,100.0,100.0,SI,SI,NO,NO,100.0,,,,I,100.0,,,,I
1372,1372,1372,PRIMARIA,14DPR2157N,MATUTINO,2,100.0,100.0,SI,SI,NO,NO,100.0,,,,I,100.0,,,,I
1373,1373,1373,PRIMARIA,14DPR2158M,MATUTINO,27,85.2,81.5,SI,SI,NO,NO,56.5,30.4,13.0,,I,72.7,18.2,9.1,,I
1374,1374,1374,PRIMARIA,14DPR2160A,VESPERTINO,70,98.6,100.0,SI,SI,NO,NO,72.5,18.8,8.7,,I,82.9,8.6,8.6,,I
1375,1375,1375,PRIMARIA,14DPR2163Y,VESPERTINO,27,85.2,92.6,SI,SI,NO,NO,34.8,30.4,30.4,4.3,I,60.0,8.0,28.0,4.0,I
1376,1376,1376,PRIMARIA,14DPR2164X,MATUTINO,2,100.0,100.0,SI,SI,NO,NO,100.0,,,,I,100.0,,,,I
1377,1377,1377,PRIMARIA,14DPR2165W,COMPLETO,9,55.6,55.6,SI,SI,NO,NO,80.0,20.0,,,I,100.0,,,,I
1378,1378,1378,PRIMARIA,14DPR2166V,COMPLETO,35,100.0,100.0,SI,SI,NO,NO,48.6,31.4,17.1,2.9,I,54.3,25.7,14.3,5.7,I
1379,1379,1379,PRIMARIA,14DPR2167U,MATUTINO,70,97.1,100.0,SI,SI,NO,NO,44.1,38.2,17.6,,I,75.7,14.3,10.0,,I
1380,1380,1380,PRIMARIA,14DPR2168T,MATUTINO,31,77.4,80.6,SI,SI,NO,NO,50.0,29.2,16.7,4.2,I,64.0,20.0,8.0,8.0,I
1381,1381,1381,PRIMARIA,14DPR2170H,MATUTINO,1,100.0,100.0,SI,SI,NO,NO,100.0,,,,I,,100.0,,,II
1382,1382,1382,PRIMARIA,14DPR2171G,MATUTINO,4,100.0,100.0,SI,SI,NO,NO,100.0,,,,I,100.0,,,,I
1383,1383,1383,PRIMARIA,14DPR2174D,MATUTINO,28,92.9,89.3,SI,SI,NO,NO,73.1,23.1,3.8,,I,76.0,16.0,8.0,,I
1384,1384,1384,PRIMARIA,14DPR2176B,MATUTINO,2,100.0,100.0,SI,SI,NO,NO,50.0,50.0,,,I,,100.0,,,II
1385,1385,1385,PRIMARIA,14DPR2177A,MATUTINO,7,100.0,100.0,SI,SI,NO,NO,57.1,28.6,14.3,,I,28.6,57.1,,14.3,II
1386,1386,1386,PRIMARIA,14DPR2178Z,MATUTINO,70,100.0,97.1,SI,SI,NO,NO,70.0,21.4,7.1,1.4,I,73.5,16.2,5.9,4.4,I
1387,1387,1387,PRIMARIA,14DPR2181N,COMPLETO,2,100.0,100.0,SI,SI,NO,NO,50.0,,50.0,,I,50.0,,,50.0,I
1388,1388,1388,PRIMARIA,14DPR2183L,MATUTINO,17,94.1,94.1,SI,SI,NO,SI,50.0,37.5,12.5,,I,56.3,37.5,6.3,,I
1389,1389,1389,PRIMARIA,14DPR2186I,MATUTINO,27,88.9,88.9,SI,SI,NO,NO,54.2,16.7,29.2,,I,54.2,29.2,16.7,,I
1390,1390,1390,PRIMARIA,14DPR2187H,MATUTINO,5,100.0,100.0,SI,SI,NO,NO,80.0,20.0,,,I,100.0,,,,I
1391,1391,1391,PRIMARIA,14DPR2188G,MATUTINO,4,100.0,100.0,SI,SI,NO,NO,75.0,25.0,,,I,100.0,,,,I
1392,1392,1392,PRIMARIA,14DPR2189F,COMPLETO,5,100.0,100.0,SI,SI,NO,NO,60.0,20.0,20.0,,I,80.0,,20.0,,I
1393,1393,1393,PRIMARIA,14DPR2192T,MATUTINO,28,100.0,100.0,SI,SI,NO,NO,53.6,32.1,14.3,,I,64.3,10.7,21.4,3.6,I
1394,1394,1394,PRIMARIA,14DPR2195Q,MATUTINO,9,88.9,88.9,SI,SI,NO,NO,37.5,37.5,,25.0,I,25.0,25.0,37.5,12.5,III
1395,1395,1395,PRIMARIA,14DPR2197O,MATUTINO,10,100.0,100.0,SI,SI,NO,NO,80.0,20.0,,,I,70.0,30.0,,,I
1396,1396,1396,PRIMARIA,14DPR2200L,MATUTINO,24,83.3,79.2,SI,SI,SI,NO,60.0,30.0,5.0,5.0,I,73.7,21.1,5.3,,I
1397,1397,1397,PRIMARIA,14DPR2203I,VESPERTINO,15,100.0,100.0,SI,SI,NO,NO,66.7,26.7,6.7,,I,60.0,20.0,13.3,6.7,I
1398,1398,1398,PRIMARIA,14DPR2204H,COMPLETO,2,100.0,50.0,SI,NO,NO,NO,50.0,50.0,,,I,100.0,,,,I
1399,1399,1399,PRIMARIA,14DPR2207E,COMPLETO,9,77.8,88.9,SI,SI,NO,NO,100.0,,,,I,100.0,,,,I
1400,1400,1400,PRIMARIA,14DPR2208D,MATUTINO,35,91.4,97.1,SI,SI,NO,NO,81.3,15.6,3.1,,I,70.6,17.6,11.8,,I
1401,1401,1401,PRIMARIA,14DPR2210S,VESPERTINO,6,83.3,83.3,SI,SI,NO,NO,60.0,40.0,,,I,60.0,20.0,20.0,,I
1402,1402,1402,PRIMARIA,14DPR2211R,MATUTINO,6,100.0,100.0,SI,SI,NO,NO,66.7,33.3,,,I,83.3,,16.7,,I
1403,1403,1403,PRIMARIA,14DPR2213P,MATUTINO,17,100.0,100.0,SI,SI,SI,SI,41.2,41.2,17.6,,I,70.6,11.8,17.6,,I
1404,1404,1404,PRIMARIA,14DPR2214O,MATUTINO,35,97.1,97.1,SI,SI,SI,SI,73.5,17.6,8.8,,I,88.2,11.8,,,I
