,x1,x2,index,y
0,0.7842756898396417,-2.0433507866416636,0,1
1,1.1290944998113133,-0.5101684076438178,1,1
2,-0.7235546436006586,-5.90557716325238,2,0
3,-1.2156116530364707,23.317853356732083,3,0
4,-1.0500601480971499,2.7360498282352093,4,0
5,-0.47442343542333054,-1.5219909325113854,5,0
6,1.9188052344914648,-17.86827750773097,6,1
7,-0.033714990148780544,-0.07450963270528481,7,1
8,-0.6817314054993899,-0.6041698220172246,8,0
9,-0.2831482209606512,4.786460826172849,9,0
10,-1.5489796300758565,-7.640273882676068,10,1
11,1.059819202660545,3.747929807567378,11,1
12,1.1630463311951798,13.24386050863707,12,1
13,-0.11621457312261818,-0.6096504470148232,13,0
14,0.6851545678258284,-5.412517602337757,14,1
15,1.3056655514458366,-1.8480061282995084,15,1
16,1.03232755581207,-11.357264123783873,16,1
17,1.6961387458810218,-4.718555537093926,17,1
18,0.2683627361335168,8.424432079136034,18,0
19,-2.266043199209271,18.49119643844572,19,0
20,-0.5052236878527602,-5.648190096193067,20,0
21,-0.7759273655695933,-6.6304644646552555,21,0
22,1.1784367702366172,-21.23532775039048,22,1
23,-0.5660716708065756,-3.98235417703668,23,0
24,-1.4295989474662458,11.92845215807671,24,0
25,1.559504562728929,23.185036776517926,25,1
26,1.4577784246853647,34.13741237342667,26,1
27,-0.5332257768829352,-11.297503409513665,27,1
28,-2.771781041654303,-44.87240954094645,28,0
29,-1.0012851121692763,-9.93836371856294,29,1
30,-0.7597860069315292,4.060142614540627,30,0
31,-1.4637373085731373,12.74445505163328,31,0
32,-1.3841477624833878,23.459812839261385,32,0
33,2.459755365353378,-23.129941050858022,33,1
34,-0.07265920422914007,-0.8753798173581333,34,1
35,0.08003810402365708,-0.4122556040949642,35,0
36,-0.9577941958413653,-2.6523934281314463,36,0
37,0.7059707823103412,9.414094788860103,37,1
38,-1.3516265623175996,-0.3496116912828047,38,0
39,-1.5980147561492517,2.050545667808469,39,0
40,-1.622620869979487,-3.767360627371565,40,0
41,-1.6901391831584232,5.096651113746941,41,0
42,-1.067946325509902,-2.9480221068388377,42,0
43,0.7098506423690041,-0.28715779557386145,43,1
44,-0.9622153665897447,4.026599252974455,44,0
45,-1.1884515132102262,7.291985144963984,45,0
46,-1.002823169804987,-6.757108075002479,46,0
47,0.4538867174806891,2.2103157997685017,47,1
48,-1.5815345352249373,-10.831181183516742,48,0
49,-1.4989479546229056,-45.93188409011723,49,0
50,1.4647221085423692,-4.770471045284227,50,1
51,-0.6999803212801008,-0.5806633596371893,51,0
52,-1.1898312883131397,-1.2111320162478887,52,0
53,0.19020828204797358,-1.3242631880526912,53,0
54,0.9372533866215982,-5.055087801400252,54,1
55,1.3503409434595728,9.217901234097182,55,1
56,1.1521046855446002,-16.453184592369258,56,1
57,0.6090778403259012,-3.2130466350648943,57,1
58,0.04410400071819787,0.2626476815563116,58,1
59,-0.8493564476929177,2.5556478904356643,59,0
60,-0.8192298038278528,-5.2450063033397365,60,0
61,0.9760795965829016,3.7216202449926015,61,1
62,0.6613841281741968,5.911037729057604,62,1
63,1.218402878736095,12.500666546130567,63,1
64,-0.29822190213344224,-4.2969885551768305,64,0
65,-0.9240310925753275,15.021479754901657,65,0
66,-0.5229212531234413,-1.2710599282406372,66,1
67,1.8145127956078624,1.0600485530387327,67,1
68,2.013840848549515,-17.151233694014596,68,1
69,1.2084409041814168,-2.969146907400036,69,1
70,0.5116939408890657,3.6460949458539083,70,1
71,-1.2243170342472294,11.49494108434045,71,0
72,-0.3209623266714837,-1.6007753573778392,72,0
73,-0.8329365634791152,1.8537460816514673,73,0
74,1.9597126758397538,13.698596800762841,74,1
75,0.9648956706614429,7.256511466237059,75,1
76,-0.0334130215325239,0.19808032577311901,76,1
77,2.0531805527539984,15.514121394575843,77,1
78,-1.3691813674397078,20.61503722413822,78,0
79,0.04099876126449398,-0.2093989888403142,79,0
80,-0.8739219073389771,-1.8961679166339842,80,0
81,1.651542863083748,16.408474981518832,81,1
82,-1.4645114182413104,-7.868845816865347,82,0
83,1.156404311557338,-2.716562443243774,83,1
84,0.40790443527564324,0.9772068486374857,84,1
85,0.1666091133656934,2.203034824478128,85,1
86,0.9603764533146765,10.536599411511634,86,1
87,-1.507213145746774,21.70350225593945,87,0
88,1.7985886111292042,-35.07707090950628,88,1
89,0.5165239968971955,1.347182541602365,89,1
90,1.5111188341830384,-0.2883029587461436,90,1
91,-1.1310094270805562,0.7077462727229039,91,0
92,-2.1258582744627574,12.97188377213775,92,0
93,0.5636222070408368,6.509865809795093,93,1
94,-0.4456923226747447,-10.517234571755592,94,0
95,-0.536866170582901,0.9101191125797561,95,1
96,0.970332129870822,7.455113547360087,96,1
97,-0.33391076875767267,-0.9569362209920033,97,0
98,1.1542919515786332,-5.493339987818451,98,1
99,-0.6709550225968917,0.792745453115524,99,0
